alpha,beta1,beta2,window,corr_min_completion,corr_knn_completion,corr_min_rmsd,corr_knn_rmsd,auc_min_success,auc_knn_success
0.05,0.3,0.5,96,0.905958477,0.8575822100501016,0.5427511454743095,0.5256635996018904,0.9680057140780369,0.9503843465747507
0.05,0.3,0.5,120,0.9095804872300556,0.8740493513935774,0.544648875,0.5346873976853183,0.9689349463853905,0.9580274367478636
0.05,0.3,0.5,240,0.9095804872300556,0.8740493513935774,0.544648875,0.5346873976853183,0.9689349463853905,0.9580274367478636
0.05,0.3,0.5,480,0.9095804872300556,0.8740493513935774,0.544648875,0.5346873976853183,0.9689349463853905,0.9580274367478636
0.05,0.3,0.7,6,0.7241955211050085,0.6617683407613913,0.4306941531323431,0.3908384088781889,0.8984977813844108,0.9241364645825224
0.05,0.3,0.7,12,0.8052391802261732,0.618381571,0.47978821530607363,0.36158764785003966,0.9265719129974572,0.8798771463578705
0.05,0.3,0.7,24,0.8547792010093664,0.6876181186803549,0.5110475051954837,0.418226091,0.9474862697526281,0.8828861141804256
0.05,0.3,0.7,48,0.8889448537195483,0.7916701309899674,0.532921831,0.48790511409664133,0.9613629612432228,0.9222454082784881
0.05,0.3,0.7,72,0.8987073048186605,0.8328490255358811,0.5388392023700111,0.5119952726841115,0.9646049679317668,0.940305227
0.05,0.3,0.7,96,0.9056272459809362,0.8575547224143945,0.5428887046318375,0.5263096372374607,0.9681952220191685,0.9505586661558074
0.05,0.3,0.7,120,0.9091929848385272,0.8738056615550862,0.5447619970495069,0.5352329189724268,0.9691151876187383,0.958186267
0.05,0.3,0.7,240,0.9091929848385272,0.8738056615550862,0.5447619970495069,0.5352329189724268,0.9691151876187383,0.958186267
0.05,0.3,0.7,480,0.9091929848385272,0.8738056615550862,0.5447619970495069,0.5352329189724268,0.9691151876187383,0.958186267
0.05,0.3,0.9,6,0.7248458781735125,0.663271755,0.4314957833071477,0.39244859600666315,0.8986988011381387,0.9244062086520253
0.05,0.3,0.9,12,0.8055114412874376,0.6200706743139669,0.4803229846527787,0.3632522873343397,0.9267755846870713,0.8801391154335256
0.05,0.3,0.9,24,0.854735058,0.6889221362276384,0.5113280991843476,0.41956114184440196,0.9476865662511145,0.8831143916160735
0.05,0.3,0.9,48,0.8885864385479421,0.792184095,0.5330321788295098,0.48880399846602834,0.9615402491843339,0.9224345395241813
0.05,0.3,0.9,72,0.8982188074654477,0.8328931085035287,0.5388842197026219,0.5126628772589268,0.9647683181416584,0.9404701897393829
0.05,0.3,0.9,96,0.9050323364849382,0.8572534015828516,0.5428826020588384,0.5268067521557342,0.9683482658418665,0.9507046582398995
0.05,0.3,0.9,120,0.9085297108974468,0.8732489409090113,0.544724847,0.5356074601989825,0.9692585126991267,0.9583214701392322
0.05,0.3,0.9,240,0.9085297108974468,0.8732489409090113,0.544724847,0.5356074601989825,0.9692585126991267,0.9583214701392322
0.05,0.3,0.9,480,0.9085297108974468,0.8732489409090113,0.544724847,0.5356074601989825,0.9692585126991267,0.9583214701392322
0.05,0.5,0.1,6,0.7218694447747738,0.6573127889493648,0.42806824434485413,0.3861326245863214,0.8973295734909597,0.9221989994004818
0.05,0.5,0.1,12,0.8036573612313349,0.6136539750425116,0.4777408275020369,0.35692212798832706,0.9253966382975827,0.877992283
0.05,0.5,0.1,24,0.8538159747396566,0.6836043506434395,0.5095811850446444,0.4142037337141715,0.9463326927100031,0.8815549930437915
0.05,0.5,0.1,48,0.8885772368213684,0.7891054508167943,0.531756951,0.48458337834703197,0.960337174,0.9212615099291193
0.05,0.5,0.1,72,0.8985876387976783,0.8312016050907634,0.5377871186763706,0.509074802,0.9636516120485403,0.9394721125737141
0.05,0.5,0.1,96,0.905711031,0.8566040276731259,0.5419229319720099,0.5236994928152452,0.9672987923505876,0.9498164405318748
0.05,0.5,0.1,120,0.9094091905457851,0.8733854318208687,0.5438487347427237,0.5328555990800553,0.9682615053485029,0.9575143474251783
0.05,0.5,0.1,240,0.9094091905457851,0.8733854318208687,0.5438487347427237,0.5328555990800553,0.9682615053485029,0.9575143474251783
0.05,0.5,0.1,480,0.9094091905457851,0.8733854318208687,0.5438487347427237,0.5328555990800553,0.9682615053485029,0.9575143474251783
0.05,0.5,0.3,6,0.7223329600328442,0.6581009049075427,0.4285658591027814,0.3869564693522123,0.8976663241450387,0.9227687437170968
0.05,0.5,0.3,12,0.8040372025845434,0.6144544617832122,0.47816307594212687,0.35771297661382373,0.925732922,0.8785519770091625
