alpha,beta1,beta2,window,corr_min_completion,corr_knn_completion,corr_min_rmsd,corr_knn_rmsd,auc_min_success,auc_knn_success
0.05,0.9,0.5,240,0.9095831319838681,0.8737037922849734,0.5441134887662327,0.5333806764311951,0.9684852775067079,0.9576747895462858
0.05,0.9,0.5,480,0.9095831319838681,0.8737037922849734,0.5441134887662327,0.5333806764311951,0.9684852775067079,0.9576747895462858
0.05,0.9,0.7,6,0.7225350337392582,0.65845873,0.42878642094197944,0.38733187635473365,0.8977884036027032,0.9229860216459446
0.05,0.9,0.7,12,0.8041936747581189,0.6148235927608249,0.47834515104172076,0.358077518,0.9258568847841744,0.8787590690933569
0.05,0.9,0.7,24,0.8542463634437397,0.6846607901264175,0.5100645276194895,0.4152483674133338,0.9467837327600814,0.8820815831309877
0.05,0.9,0.7,48,0.8889113160415548,0.7899402240035569,0.5321969450377755,0.4855469064798724,0.9607380687144313,0.9216345137521862
0.05,0.9,0.7,72,0.8988816023741819,0.8318834628429398,0.5382118873900987,0.5099840060116352,0.9640251432452211,0.9397839109219559
0.05,0.9,0.7,96,0.9059720577604484,0.8571649538658723,0.5423366971419663,0.5245630384853027,0.9676523586890349,0.9500879324682117
0.05,0.9,0.7,120,0.9096484221057137,0.8738508828086926,0.544255832,0.5336824478948278,0.9685979998496834,0.9577592145279317
0.05,0.9,0.7,240,0.9096484221057137,0.8738508828086926,0.544255832,0.5336824478948278,0.9685979998496834,0.9577592145279317
0.05,0.9,0.7,480,0.9096484221057137,0.8738508828086926,0.544255832,0.5336824478948278,0.9685979998496834,0.9577592145279317
0.05,0.9,0.9,6,0.7227841620423712,0.6589123155186248,0.42906152275480636,0.38780889575161415,0.8979248276226608,0.9232257958263713
0.05,0.9,0.9,12,0.8043785697295248,0.6152963094034073,0.47856785743877495,0.3585442359899767,0.925993339,0.8789898477867155
0.05,0.9,0.9,24,0.8543781113658578,0.6850739476136058,0.510233367,0.4156598214133075,0.9469166007751006,0.8822370227366738
0.05,0.9,0.9,48,0.8889928503674634,0.7902335633686111,0.5323413840563224,0.48590533613007564,0.9608569085913261,0.9217457745168611
0.05,0.9,0.9,72,0.8989421941299063,0.8320983847755057,0.5383473612986654,0.5103104811835552,0.964135922,0.9398762766434424
0.05,0.9,0.9,96,0.9060154475198247,0.8573193299543466,0.5424654219045928,0.5248640738789299,0.9677559047311319,0.9501707150577463
0.05,0.9,0.9,120,0.9096805408280118,0.873958492,0.5443804508943288,0.5339639228258737,0.9686969652752502,0.9578350357857655
0.05,0.9,0.9,240,0.9096805408280118,0.873958492,0.5443804508943288,0.5339639228258737,0.9686969652752502,0.9578350357857655
0.05,0.9,0.9,480,0.9096805408280118,0.873958492,0.5443804508943288,0.5339639228258737,0.9686969652752502,0.9578350357857655
0.1,0.1,0.1,6,0.7222642944425336,0.6578957080039476,0.42841226146032974,0.3866336766169609,0.8975157363765986,0.9225612598696465
0.1,0.1,0.1,12,0.8039780366361347,0.614293465,0.4780040111074793,0.3574458135328825,0.9255624746973674,0.8783240612011354
0.1,0.1,0.1,24,0.854063227,0.6842713464560889,0.5097990838046604,0.4147468853048264,0.9464620649913544,0.8817155858430743
0.1,0.1,0.1,48,0.8887457337371485,0.7896385457243171,0.5319349409716402,0.4850615344201264,0.9604361849901275,0.9213169142941937
0.1,0.1,0.1,72,0.8987211586315247,0.8316279341881654,0.5379485815036966,0.5095056803568098,0.9637344247737101,0.9394984812543996
0.1,0.1,0.1,96,0.9058158924674761,0.8569444814985065,0.5420708898794555,0.5240908417024928,0.9673696261608173,0.9498256469683883
0.1,0.1,0.1,120,0.9094950761074143,0.8736585576771501,0.543988361,0.5332164988919349,0.968325333,0.9575140762044627
0.1,0.1,0.1,240,0.9094950761074143,0.8736585576771501,0.543988361,0.5332164988919349,0.968325333,0.9575140762044627
0.1,0.1,0.1,480,0.9094950761074143,0.8736585576771501,0.543988361,0.5332164988919349,0.968325333,0.9575140762044627
0.1,0.1,0.3,6,0.7234127792961942,0.6600202930295881,0.4295840460029261,0.3886704254298639,0.8978913318642815,0.9232427471210977
0.1,0.1,0.3,12,0.8046170057907215,0.616702318,0.47878179362471496,0.3596078789087724,0.9259134644390166,0.8789579642848124
0.1,0.1,0.3,24,0.8542340468726556,0.686444087,0.5102580370362196,0.41671059016501616,0.9467822561139629,0.8820716986426851
0.1,0.1,0.3,48,0.8884494914735931,0.790855827,0.5321421938330803,0.4865049523144384,0.9607000375429744,0.921531359
0.1,0.1,0.3,72,0.898226561,0.8322238599504673,0.5380558173570099,0.5106482972107896,0.9639725414942082,0.9396612739550424
0.1,0.1,0.3,96,0.9051586334535636,0.8570693643137581,0.5420980051320494,0.5250030945213479,0.9675901135347997,0.9499603231215119
0.1,0.1,0.3,120,0.9087323204066995,0.8734285246080037,0.5439664421825438,0.533959861,0.968530918,0.9576293600764193
0.1,0.1,0.3,240,0.9087323204066995,0.8734285246080037,0.5439664421825438,0.533959861,0.968530918,0.9576293600764193
0.1,0.1,0.3,480,0.9087323204066995,0.8734285246080037,0.5439664421825438,0.533959861,0.968530918,0.9576293600764193
0.1,0.1,0.5,6,0.7244035396112827,0.6623639525730971,0.43072544555693043,0.39098431656429933,0.8980888257487064,0.9235389502781912
0.1,0.1,0.5,12,0.8047205940269245,0.6195463231859353,0.479314717,0.36220007833226864,0.9261043284837263,0.8792621533851993
0.1,0.1,0.5,24,0.853533856,0.6887361097419707,0.5102755855783366,0.4188625086927964,0.946961262,0.8822683788649631
0.1,0.1,0.5,48,0.8869592163500306,0.7914580500290888,0.531717666,0.4876704486507262,0.9608497212423621,0.9216639864032837
0.1,0.1,0.5,72,0.8964070636035306,0.8318069792502865,0.5374571547739887,0.5112870558603393,0.9641073231220543,0.9397660706259949
0.1,0.1,0.5,96,0.9030702405275773,0.8559047464932137,0.541360071,0.5252551169743357,0.9677138052489407,0.9500483041080958
0.1,0.1,0.5,120,0.9064717751781172,0.8717146452693953,0.5431438596934608,0.533937089,0.968647513,0.9577056936400491
0.1,0.1,0.5,240,0.9064717751781172,0.8717146452693953,0.5431438596934608,0.533937089,0.968647513,0.9577056936400491
0.1,0.1,0.5,480,0.9064717751781172,0.8717146452693953,0.5431438596934608,0.533937089,0.968647513,0.9577056936400491
0.1,0.1,0.7,6,0.7252340574098949,0.6648815312069956,0.4318254651573984,0.39352718705665435,0.8982211965257472,0.9237099549393903
0.1,0.1,0.7,12,0.8043211305265789,0.6227563986228722,0.47961114584368886,0.36515731276126034,0.9262347555123049,0.8794441876888337
0.1,0.1,0.7,24,0.8520381712520896,0.6910960249347893,0.509884229,0.42114795798228494,0.9470867465707005,0.8824120053017022
0.1,0.1,0.7,48,0.8844049543965778,0.7915000924560731,0.5307236514034521,0.4885621577693583,0.9609554521180019,0.9217640517795305
0.1,0.1,0.7,72,0.8934198625421815,0.830515978,0.5362292858226659,0.5114690679426942,0.964202115,0.9398436698862978
0.1,0.1,0.7,96,0.8997318146345813,0.8536584444171764,0.5399463285216918,0.5249297737797961,0.9678014095400862,0.9501172544411338
0.1,0.1,0.7,120,0.9029109449685412,0.8687782952907613,0.5416182229428448,0.5332581384218746,0.968728246,0.9577676675735686
0.1,0.1,0.7,240,0.9029109449685412,0.8687782952907613,0.5416182229428448,0.5332581384218746,0.968728246,0.9577676675735686
0.1,0.1,0.7,480,0.9029109449685412,0.8687782952907613,0.5416182229428448,0.5332581384218746,0.968728246,0.9577676675735686
0.1,0.1,0.9,6,0.7259069132535878,0.6675244734477795,0.43287509027187965,0.3962455859431907,0.8983192880178968,0.9238282523748539
0.1,0.1,0.9,12,0.8034668074442013,0.6262541213451401,0.4796874208706557,0.36840487645041636,0.9263348962276394,0.8795700642365172
0.1,0.1,0.9,24,0.8498491871762615,0.6934743772879227,0.5091307431342815,0.4235113572161171,0.9471854257077339,0.8825255413068247
0.1,0.1,0.9,48,0.8809540143404224,0.7910628719305463,0.529243148,0.48919996629666196,0.9610377676051929,0.9218461563172761
0.1,0.1,0.9,72,0.8894635447649503,0.8285257779318886,0.5344720911675538,0.5112641849495609,0.9642771374256682,0.939912771
0.1,0.1,0.9,96,0.895369047,0.8505794441902532,0.537971133,0.524136437,0.9678698324995105,0.9501770134054758
0.1,0.1,0.9,120,0.8982937900445289,0.864924119,0.5395133614779558,0.5320613205952726,0.9687938965454499,0.9578192899164418
0.1,0.1,0.9,240,0.8982937900445289,0.864924119,0.5395133614779558,0.5320613205952726,0.9687938965454499,0.9578192899164418
0.1,0.1,0.9,480,0.8982937900445289,0.864924119,0.5395133614779558,0.5320613205952726,0.9687938965454499,0.9578192899164418
0.1,0.3,0.1,6,0.7218476332697564,0.6572430497126935,0.4280170453747687,0.3860233941390918,0.8972827879175149,0.9221375076371234
0.1,0.3,0.1,12,0.8036432982049033,0.613596994,0.47769023554625806,0.35682979662885206,0.9253409928474277,0.8779276570574374
0.1,0.3,0.1,24,0.8538047943241124,0.683582178,0.5095450476893661,0.41414277494836854,0.9462652642265361,0.8814824264345452
0.1,0.3,0.1,48,0.888564415,0.7890919927658526,0.5317188786391931,0.48452070043558965,0.960269686,0.9211848448735036
0.1,0.3,0.1,72,0.8985733981301228,0.831189176,0.5377475883244079,0.5090095659672378,0.963583747,0.9394004651013375
0.1,0.3,0.1,96,0.9056956468795272,0.8565918628540599,0.5418818718740341,0.5236321022861206,0.9672317254947413,0.9497463902481568
0.1,0.3,0.1,120,0.909393028,0.8733735801979174,0.5438067006335141,0.5327868717479786,0.9681950562731756,0.9574495708775974
0.1,0.3,0.1,240,0.909393028,0.8733735801979174,0.5438067006335141,0.5327868717479786,0.9681950562731756,0.9574495708775974
0.1,0.3,0.1,480,0.909393028,0.8733735801979174,0.5438067006335141,0.5327868717479786,0.9681950562731756,0.9574495708775974
0.1,0.3,0.3,6,0.7222642944425336,0.6578957080039476,0.42841226146032974,0.3866336766169609,0.8975157363765986,0.9225612598696465
0.1,0.3,0.3,12,0.8039780366361347,0.614293465,0.4780040111074793,0.3574458135328825,0.9255624746973674,0.8783240612011354
0.1,0.3,0.3,24,0.854063227,0.684271346,0.5097990838046604,0.41474688530482634,0.9464620649913544,0.8817155858430743
0.1,0.3,0.3,48,0.8887457337371485,0.7896385457243171,0.5319349409716402,0.4850615344201264,0.9604361849901275,0.9213169142941937
0.1,0.3,0.3,72,0.8987211586315247,0.8316279341881655,0.5379485815036966,0.5095056803568098,0.9637344247737101,0.9394984812543996
0.1,0.3,0.3,96,0.9058158924674761,0.8569444814985065,0.5420708898794555,0.5240908417024928,0.9673696261608173,0.9498256469683883
0.1,0.3,0.3,120,0.9094950761074143,0.8736585576771501,0.543988361,0.5332164988919349,0.968325333,0.9575140762044627
0.1,0.3,0.3,240,0.9094950761074143,0.8736585576771501,0.543988361,0.5332164988919349,0.968325333,0.9575140762044627
0.1,0.3,0.3,480,0.9094950761074143,0.8736585576771501,0.543988361,0.5332164988919349,0.968325333,0.9575140762044627
0.1,0.3,0.5,6,0.7226642694240243,0.6585770263807977,0.42880548474971236,0.3872791702456583,0.897677896,0.9228651174780476
0.1,0.3,0.5,12,0.8042517231122662,0.6150443861155874,0.47829061672201933,0.35811527829187306,0.9257127460416392,0.8785996817194768
0.1,0.3,0.5,24,0.8542201919194201,0.6849792284818625,0.5100023816566144,0.41537736832881667,0.9465965753984851,0.8818666105782228
0.1,0.3,0.5,48,0.8887855599456234,0.7901145568856269,0.5320769175827427,0.48557302818524234,0.9605481087387737,0.9214088882524244
0.1,0.3,0.5,72,0.8987107614936141,0.8319452692634379,0.5380661596043625,0.5099441120521533,0.9638358914569876,0.9395666631287432
0.1,0.3,0.5,96,0.9057642830411841,0.857139165,0.5421689543887565,0.5244716763827096,0.9674634986640573,0.9498799363149653
0.1,0.3,0.5,120,0.9094165432713563,0.8737593954538374,0.5440744568627259,0.5335542155814046,0.9684124547445636,0.957560455
0.1,0.3,0.5,240,0.9094165432713563,0.8737593954538374,0.5440744568627259,0.5335542155814046,0.9684124547445636,0.957560455
0.1,0.3,0.5,480,0.9094165432713563,0.8737593954538374,0.5440744568627259,0.5335542155814046,0.9684124547445636,0.957560455
0.1,0.3,0.7,6,0.723047196,0.6592856961846026,0.42919623500890336,0.38795857027374253,0.8977966155632595,0.9230812653205803
0.1,0.3,0.7,12,0.8044645563085051,0.6158480024061282,0.4785498901213145,0.3588365827888014,0.9258246848581031,0.8788025849503965
0.1,0.3,0.7,24,0.8542766416439769,0.685704082,0.510155194,0.4160325398751368,0.9466989160151795,0.8819823314168878
0.1,0.3,0.7,48,0.888685878,0.7905201050354975,0.5321455948868926,0.4860543565362198,0.9606325337204196,0.921477492
0.1,0.3,0.7,72,0.8985447315236437,0.8321429742639856,0.5381013801300036,0.5103248248516212,0.9639120140711719,0.939617201
0.1,0.3,0.7,96,0.9055438278228618,0.8571792263924469,0.5421773638402593,0.5247752923419191,0.9675352516111566,0.9499237535283556
0.1,0.3,0.7,120,0.9091607792859635,0.873680647,0.5440664508424726,0.5338012904723762,0.9684791599727889,0.9575982148975755
0.1,0.3,0.7,240,0.9091607792859635,0.873680647,0.5440664508424726,0.5338012904723762,0.9684791599727889,0.9575982148975755
0.1,0.3,0.7,480,0.9091607792859635,0.873680647,0.5440664508424726,0.5338012904723762,0.9684791599727889,0.9575982148975755
0.1,0.3,0.9,6,0.7234127792961942,0.6600202930295881,0.4295840460029261,0.3886704254298639,0.8978913318642815,0.9232427471210977
0.1,0.3,0.9,12,0.8046170057907215,0.616702318,0.47878179362471496,0.3596078789087724,0.9259134644390166,0.8789579642848124
0.1,0.3,0.9,24,0.8542340468726556,0.686444087,0.5102580370362196,0.41671059016501616,0.9467822561139629,0.8820716986426851
0.1,0.3,0.9,48,0.888449491,0.790855827,0.5321421938330803,0.4865049523144384,0.9607000375429744,0.921531359
0.1,0.3,0.9,72,0.898226561,0.8322238599504673,0.5380558173570099,0.5106482972107896,0.9639725414942082,0.9396612739550424
0.1,0.3,0.9,96,0.9051586334535636,0.8570693643137581,0.5420980051320494,0.5250030945213479,0.9675901135347997,0.9499603231215119
0.1,0.3,0.9,120,0.9087323204066995,0.8734285246080038,0.5439664421825438,0.533959861,0.968530918,0.9576293600764193
0.1,0.3,0.9,240,0.9087323204066995,0.8734285246080038,0.5439664421825438,0.533959861,0.968530918,0.9576293600764193
0.1,0.3,0.9,480,0.9087323204066995,0.8734285246080038,0.5439664421825438,0.533959861,0.968530918,0.9576293600764193
0.1,0.5,0.1,6,0.7217623352364915,0.6571160635576735,0.42793780610010007,0.3859056667369725,0.8972226070542821,0.9220380600413957
0.1,0.5,0.1,12,0.8035690262595272,0.6134643697866218,0.47762424315427854,0.3567131305613445,0.9252839611580594,0.8778286916318707
0.1,0.5,0.1,24,0.8537408851923654,0.6834467363442246,0.5094881486000677,0.4140252557084493,0.9462133405273123,0.8814178307007747
0.1,0.5,0.1,48,0.8885110575623443,0.7889742507560545,0.5316667384570306,0.48440910346462107,0.9602254163584545,0.9211471903974848
0.1,0.5,0.1,72,0.8985247163655863,0.8310867723206918,0.5376973247974621,0.508903462,0.9635437566106284,0.9393740210815644
0.1,0.5,0.1,96,0.9056507917387049,0.8565022,0.5418330830114091,0.5235309987341056,0.9671949148165044,0.9497256267955942
0.1,0.5,0.1,120,0.909350741,0.8732942136422741,0.5437588190621853,0.5326898704160955,0.9681599934617726,0.9574317607172717
0.1,0.5,0.1,240,0.909350741,0.8732942136422741,0.5437588190621853,0.5326898704160955,0.9681599934617726,0.9574317607172717
0.1,0.5,0.1,480,0.909350741,0.8732942136422741,0.5437588190621853,0.5326898704160955,0.9681599934617726,0.9574317607172717
0.1,0.5,0.3,6,0.7220162741324846,0.6575005952489557,0.4281753397118451,0.38626320476756826,0.8973893173874841,0.9223243636423689
0.1,0.5,0.3,12,0.8037845210514861,0.6138689470749572,0.4778189905595838,0.35706969725260707,0.9254416910720109,0.8781036491662405
0.1,0.5,0.3,24,0.8539203826250957,0.6838554919927496,0.5096527557267104,0.41438115245018925,0.9463554601822977,0.8815896490241208
0.1,0.5,0.3,48,0.8886540131610249,0.7893190601267174,0.5318142254912501,0.48474049135746583,0.9603458534240079,0.9212459599414237
0.1,0.5,0.3,72,0.8986516008557783,0.8313793204319044,0.5378380407514933,0.5092149092511268,0.9636525914566803,0.9394447494170715
0.1,0.5,0.3,96,0.9057645125011231,0.8567520133324638,0.5419684510739471,0.5238249592176905,0.9672951911421968,0.9497832159942111
0.1,0.5,0.3,120,0.9094556793745202,0.8735098853654153,0.5438908986010971,0.5329697949061957,0.9682555234249415,0.9574795709023086
0.1,0.5,0.3,240,0.9094556793745202,0.8735098853654153,0.5438908986010971,0.5329697949061957,0.9682555234249415,0.9574795709023086
0.1,0.5,0.3,480,0.9094556793745202,0.8735098853654153,0.5438908986010971,0.5329697949061957,0.9682555234249415,0.9574795709023086
0.1,0.5,0.5,6,0.7222642944425336,0.6578957080039476,0.42841226146032974,0.3866336766169609,0.8975157363765986,0.9225612598696465
0.1,0.5,0.5,12,0.8039780366361347,0.614293465,0.4780040111074793,0.3574458135328825,0.9255624746973674,0.8783240612011354
0.1,0.5,0.5,24,0.854063227,0.684271346,0.5097990838046604,0.41474688530482634,0.9464620649913544,0.8817155858430743
0.1,0.5,0.5,48,0.8887457337371485,0.7896385457243171,0.5319349409716402,0.4850615344201264,0.9604361849901275,0.9213169142941937
0.1,0.5,0.5,72,0.8987211586315247,0.8316279341881655,0.5379485815036966,0.5095056803568098,0.9637344247737101,0.9394984812543996
0.1,0.5,0.5,96,0.9058158924674761,0.8569444814985065,0.5420708898794555,0.5240908417024928,0.9673696261608173,0.9498256469683883
0.1,0.5,0.5,120,0.9094950761074143,0.8736585576771501,0.543988361,0.533216499,0.968325333,0.9575140762044627
0.1,0.5,0.5,240,0.9094950761074143,0.8736585576771501,0.543988361,0.533216499,0.968325333,0.9575140762044627
0.1,0.5,0.5,480,0.9094950761074143,0.8736585576771501,0.543988361,0.533216499,0.968325333,0.9575140762044627
0.1,0.5,0.7,6,0.7225063064543873,0.6583011408458729,0.4286484655880609,0.3870168275363351,0.8976200960808427,0.9227562524963608
0.1,0.5,0.7,12,0.8041495681904796,0.6147375904952679,0.4781792480622802,0.35784117598856235,0.9256572512696597,0.8785004752088295
0.1,0.5,0.7,24,0.8541695330811088,0.6846939396100866,0.509927141,0.41512211513730635,0.9465470173466142,0.8818101363981035
0.1,0.5,0.7,48,0.8887865004170561,0.7899326251580258,0.532028977,0.48537201009317427,0.9605064311554734,0.9213748651204314
0.1,0.5,0.7,72,0.8987337600031637,0.8318328148749582,0.5380290823883144,0.5097756754089111,0.9637980863027933,0.939542133
0.1,0.5,0.7,96,0.9058053822199665,0.8570800640447716,0.5421405734826332,0.5243286638191488,0.9674288577515455,0.9498603782878055
0.1,0.5,0.7,120,0.9094694392495992,0.8737409047233773,0.5440514074163549,0.5334300971910076,0.9683803452253974,0.9575433379061147
0.1,0.5,0.7,240,0.9094694392495992,0.8737409047233773,0.5440514074163549,0.5334300971910076,0.9683803452253974,0.9575433379061147
0.1,0.5,0.7,480,0.9094694392495992,0.8737409047233773,0.5440514074163549,0.5334300971910076,0.9683803452253974,0.9575433379061147
0.1,0.5,0.9,6,0.7227422290224257,0.658716616,0.42888384778262556,0.3874123821547626,0.8977033005692683,0.9229146303264661
0.1,0.5,0.9,12,0.804299147,0.6152009542490079,0.4783446609682381,0.3582554478160782,0.9257374421945783,0.878646256
0.1,0.5,0.9,24,0.8542394832980444,0.6851228986759608,0.5100369702069802,0.4155064837983628,0.9466188757684362,0.8818923464105718
0.1,0.5,0.9,48,0.8887767059916234,0.7902012910520081,0.5320964840303695,0.4856717289525374,0.9605663106623554,0.9214234136285276
0.1,0.5,0.9,72,0.8986899079113319,0.8319943048774094,0.5380797491865934,0.5100248640597237,0.9638526167344508,0.9395767133630388
0.1,0.5,0.9,96,0.9057335835593225,0.8571594155844434,0.5421777565366142,0.5245385421369161,0.9674792294655634,0.949888555
0.1,0.5,0.9,120,0.9093794403259366,0.8737578366256479,0.5440803255113865,0.5336108255544798,0.9684273266804702,0.9575687121108428
0.1,0.5,0.9,240,0.9093794403259366,0.8737578366256479,0.5440803255113865,0.5336108255544798,0.9684273266804702,0.9575687121108428
0.1,0.5,0.9,480,0.9093794403259366,0.8737578366256479,0.5440803255113865,0.5336108255544798,0.9684273266804702,0.9575687121108428
0.1,0.7,0.1,6,0.7217255807195146,0.6570620086447903,0.4279038290029844,0.38585565957416346,0.8971965246621301,0.9219928867244271
0.1,0.7,0.1,12,0.8035364490072734,0.613408219,0.4775956321204853,0.35666380446530394,0.92525821,0.8777850853679258
0.1,0.7,0.1,24,0.8537122472350638,0.6833889425362649,0.5094631422811415,0.41397523511088635,0.9461897744606884,0.8813870471495517
0.1,0.7,0.1,48,0.888486442,0.788922933,0.531643481,0.484360932,0.9602060240772876,0.9211291692877137
0.1,0.7,0.1,72,0.8985018948865469,0.831041388,0.5376747546295086,0.5088572905026261,0.9635262176710182,0.9393614545217406
0.1,0.7,0.1,96,0.905629438,0.8564618133611124,0.5418110502297124,0.5234867158880419,0.9671779333861432,0.9497149889164149
0.1,0.7,0.1,120,0.9093303781510723,0.8732579059300472,0.5437371170631266,0.532647168,0.9681439010326458,0.957423458
0.1,0.7,0.1,240,0.9093303781510723,0.8732579059300472,0.5437371170631266,0.532647168,0.9681439010326458,0.957423458
0.1,0.7,0.1,480,0.9093303781510723,0.8732579059300472,0.5437371170631266,0.532647168,0.9681439010326458,0.957423458
0.1,0.7,0.3,6,0.7219081623709608,0.6573344857026423,0.4280736083023969,0.386108376,0.8973227176339815,0.9222061415459932
0.1,0.7,0.3,12,0.8036948559108821,0.6136930967923332,0.47773671454538064,0.3569144726481304,0.9253787829338043,0.8779942568109399
0.1,0.7,0.3,24,0.8538479473892227,0.6836794212444987,0.5095844472842551,0.41422740178868966,0.9462989558665433,0.8815238478649476
0.1,0.7,0.3,48,0.8885990325298405,0.7891743780704045,0.5317542981624065,0.4845997205512608,0.9602988418333003,0.9212083958723101
0.1,0.7,0.3,72,0.8986042582011726,0.831259329,0.5377814341963887,0.5090839552851242,0.963610191,0.9394166630051871
0.1,0.7,0.3,96,0.9057234294157657,0.8566519920162611,0.5419144755919361,0.5237024117435813,0.9672556983924387,0.9497611567093407
0.1,0.7,0.3,120,0.9094187551146853,0.8734256893471273,0.5438385404545258,0.5328538974088678,0.9682177484063825,0.9574620018270634
0.1,0.7,0.3,240,0.9094187551146853,0.8734256893471273,0.5438385404545258,0.5328538974088678,0.9682177484063825,0.9574620018270634
0.1,0.7,0.3,480,0.9094187551146853,0.8734256893471273,0.5438385404545258,0.5328538974088678,0.9682177484063825,0.9574620018270634
0.1,0.7,0.5,6,0.7220877450980021,0.6576124160006099,0.4282430987247121,0.3863677448351118,0.89742771,0.922397036
0.1,0.7,0.5,12,0.8038420548827494,0.6139882171917062,0.47787284889598586,0.3571751768217442,0.9254790140560438,0.8781734734326954
0.1,0.7,0.5,24,0.853964932,0.6839735986809108,0.5096964292672869,0.4144846583254923,0.9463877655830919,0.8816298348934855
0.1,0.7,0.5,48,0.8886854369286474,0.7894129308035454,0.5318514445132934,0.48483328389062563,0.9603739549037098,0.9212676274630383
0.1,0.7,0.5,72,0.8986773104976362,0.8314548299158455,0.5378726983440041,0.5093001022099166,0.9636781766108538,0.939461565
0.1,0.7,0.5,96,0.9057855369706975,0.856812839,0.5420010733518426,0.523903792,0.9673186065306454,0.9497965058092767
0.1,0.7,0.5,120,0.9094736043837942,0.8735591748895782,0.5439222702731971,0.5330436688908511,0.9682772662856438,0.9574901485102179
0.1,0.7,0.5,240,0.9094736043837942,0.8735591748895782,0.5439222702731971,0.5330436688908511,0.9682772662856438,0.9574901485102179
0.1,0.7,0.5,480,0.9094736043837942,0.8735591748895782,0.5439222702731971,0.5330436688908511,0.9682772662856438,0.9574901485102179
0.1,0.7,0.7,6,0.7222642944425337,0.6578957080039476,0.42841226146032974,0.3866336766169609,0.8975157363765986,0.9225612598696465
0.1,0.7,0.7,12,0.8039780366361347,0.614293465,0.4780040111074793,0.3574458135328825,0.9255624746973674,0.8783240612011354
0.1,0.7,0.7,24,0.854063227,0.684271346,0.5097990838046604,0.4147468853048264,0.9464620649913544,0.8817155858430743
0.1,0.7,0.7,48,0.8887457337371485,0.7896385457243171,0.5319349409716402,0.4850615344201264,0.9604361849901275,0.9213169142941937
0.1,0.7,0.7,72,0.8987211586315247,0.8316279341881655,0.5379485815036966,0.5095056803568098,0.9637344247737101,0.9394984812543996
0.1,0.7,0.7,96,0.9058158924674761,0.8569444814985065,0.5420708898794555,0.5240908417024928,0.9673696261608173,0.9498256469683883
0.1,0.7,0.7,120,0.9094950761074143,0.873658558,0.543988361,0.533216499,0.968325333,0.9575140762044627
0.1,0.7,0.7,240,0.9094950761074143,0.873658558,0.543988361,0.533216499,0.968325333,0.9575140762044627
0.1,0.7,0.7,480,0.9094950761074143,0.873658558,0.543988361,0.533216499,0.968325333,0.9575140762044627
0.1,0.7,0.9,6,0.7224377781503241,0.658184266,0.4285810580327992,0.38690607774173735,0.8975928233311052,0.9227043589327719
0.1,0.7,0.9,12,0.8041028012985527,0.6146087177594655,0.47813018135063934,0.35772627041698707,0.9256324948454504,0.8784552114849558
0.1,0.7,0.9,24,0.8541428790673969,0.6845725326024227,0.5098924156838354,0.41501395807722874,0.9465249731295611,0.8817847772611929
0.1,0.7,0.9,48,0.8887800313328466,0.7898511967529724,0.5320048241691782,0.48528439273360763,0.9604880785537162,0.9213597520994443
0.1,0.7,0.9,72,0.8987359446115657,0.8317787227286635,0.5380091367322213,0.509700657,0.9637814815678705,0.9395306510448358
0.1,0.7,0.9,96,0.9058146681730491,0.8570470962326509,0.5421239928894175,0.5242635729756805,0.9674141515616317,0.9498511869191093
0.1,0.7,0.9,120,0.9094833640105743,0.873724096,0.5440368908754211,0.5333724357153502,0.9683661965447325,0.9575356081157196
0.1,0.7,0.9,240,0.9094833640105743,0.873724096,0.5440368908754211,0.5333724357153502,0.9683661965447325,0.9575356081157196
0.1,0.7,0.9,480,0.9094833640105743,0.873724096,0.5440368908754211,0.5333724357153502,0.9683661965447325,0.9575356081157196
0.1,0.9,0.1,6,0.7217051103209823,0.6570320738566906,0.4278849485003305,0.38582799418232494,0.8971811705560622,0.9219677084013269
0.1,0.9,0.1,12,0.8035181571150091,0.6133772025523286,0.4775796520469149,0.3566365761378873,0.9252432479150812,0.8777603741471692
0.1,0.9,0.1,24,0.8536960136062273,0.6833569008893111,0.5094490889572998,0.41394753578296417,0.946176349,0.881369689
0.1,0.9,0.1,48,0.8884723127446323,0.7888942018442423,0.5316303235112061,0.4843340818918467,0.9601943615865158,0.9211190135786954
0.1,0.9,0.1,72,0.8984887084230906,0.8310157866873901,0.5376619489151111,0.5088314591060625,0.9635155797918389,0.9393546288003976
0.1,0.9,0.1,96,0.9056170216308027,0.8564388681497486,0.5417985184968769,0.5234618675177721,0.9671674913885917,0.9497087659077732
0.1,0.9,0.1,120,0.9093184838482946,0.8732371398814018,0.5437247540207402,0.5326231520376229,0.9681340617477958,0.9574181092745854
0.1,0.9,0.1,240,0.9093184838482946,0.8732371398814018,0.5437247540207402,0.5326231520376229,0.9681340617477958,0.9574181092745854
0.1,0.9,0.1,480,0.9093184838482946,0.8732371398814018,0.5437247540207402,0.5326231520376229,0.9681340617477958,0.9574181092745854
0.1,0.9,0.3,6,0.7218476332697564,0.6572430497126936,0.4280170453747687,0.3860233941390918,0.8972827879175149,0.9221375076371234
0.1,0.9,0.3,12,0.8036432982049033,0.613596994,0.47769023554625806,0.35682979662885206,0.9253409928474277,0.8779276570574374
0.1,0.9,0.3,24,0.8538047943241124,0.683582178,0.5095450476893661,0.41414277494836854,0.9462652642265361,0.8814824264345452
