,reconstruction_mse,endpoint_error_mean,endpoint_error_std,path_length_error_mean,path_length_error_std,curvature_error_mean,curvature_error_std,completion_time_correlation,rmsd_correlation,task_type_accuracy,success_accuracy,participant_silhouette,completion_time_consistency,task_type_consistency,rmsd_consistency,is_success_consistency,participant_id_consistency,trajectory_shape_consistency
0,0.0869588429972776,0.09330234,0.08818089,2.7317743,3.2443159,1.5684608,0.1504444,0.4797594,0.28943872,0.5530349478847333,0.05702023298589822,-0.39788142,0.9289774,0.5482526057633355,0.011346973,0.976701410177805,0.03789086450030657,0.71345145
