,reconstruction_mse,endpoint_error_mean,endpoint_error_std,path_length_error_mean,path_length_error_std,curvature_error_mean,curvature_error_std,completion_time_correlation,rmsd_correlation,task_type_accuracy,success_accuracy,participant_silhouette,completion_time_consistency,task_type_consistency,rmsd_consistency,is_success_consistency,participant_id_consistency,trajectory_shape_consistency
0,0.08745321206597738,0.072775654,0.07400124,2.5269797,3.6359901,1.5776098,0.16750579,0.8928029,0.5395305,0.545677498467198,0.03862660944206009,-0.42270187,0.9140568,0.5516860821581852,0.01161031,0.9704475781729001,0.0375229920294298,0.7179197
