,reconstruction_mse,endpoint_error_mean,endpoint_error_std,path_length_error_mean,path_length_error_std,curvature_error_mean,curvature_error_std,completion_time_correlation,rmsd_correlation,task_type_accuracy,success_accuracy,participant_silhouette,completion_time_consistency,task_type_consistency,rmsd_consistency,is_success_consistency,participant_id_consistency,trajectory_shape_consistency
0,0.08332676239937525,0.0891481,0.08821076,4.669648,5.087412,1.6447337,0.16626798,0.9557657,0.5808408,0.5469037400367872,0.03249540159411404,-0.4177467,0.9137153,0.5487431023911711,0.011481164,0.9702023298589822,0.03605150214592275,0.71326816
