,train_loss,val_loss,recon_loss,contrastive_loss
0,4.685589799003509,4.005252273186393,1.9115608515754594,2.7740289503956532
1,3.0161764012699264,3.8925107251042905,0.24656105886459279,2.7696153401751205
2,2.984488501387127,3.852247479169265,0.21708103681781463,2.7674074686757013
3,2.9681685709780123,3.8104923004689426,0.20240066727718053,2.7657679013420826
4,2.947582843805918,3.768461022687995,0.18223545924234982,2.7653473777286077
5,2.9355259461206615,3.7474002838134766,0.1708652039557993,2.764660743477847
6,2.9292098736936185,3.725941406643909,0.16458331123749853,2.7646265624510464
7,2.921814271959208,3.697181566901829,0.1573589965926605,2.7644552757318603
8,2.915667828289706,3.6838251196819805,0.151224989240502,2.7644428346693948
9,2.9106055446167547,3.6769518489423008,0.14649658632176066,2.7641089603340943
10,2.90519284913384,3.6474617875140645,0.14085957898643345,2.7643332637251143
11,2.9034646079846214,3.629792086456133,0.139096631018499,2.76436797036963
12,2.8954587972770303,3.611618529195371,0.1316195672105087,2.7638392289672002
13,2.8916155723336243,3.6038304930147915,0.12749308970368967,2.7641224858258595
14,2.88935218076729,3.5872479547625002,0.12543406262633008,2.7639181180958596
15,2.8859586147072815,3.569704638875049,0.12210210550522328,2.763856502479849
16,2.8813836640942183,3.594965001811152,0.11754525828200052,2.7638384057592247
17,2.879183725063795,3.5552945655325185,0.11519807666911096,2.7639856511686385
18,2.8744244820846485,3.534529473470605,0.11056921254312417,2.7638552665133163
19,2.8707513820749795,3.5712705850601196,0.10721322352356406,2.7635381617211254
20,2.869234200539947,3.500195026397705,0.10554648349349123,2.76368771626932
21,2.865006915882194,3.5335148313771123,0.10140407284085817,2.7636028456052912
22,2.8627869817304266,3.480176060096077,0.09870545921303765,2.764081522569818
23,2.8601702131312927,3.4830764894900113,0.09660101658382766,2.7635691988554765
24,2.8583877164572837,3.5004720817441526,0.0944727160452051,2.7639149964288707
25,2.8529763530588035,3.4655751560045327,0.08945120419217747,2.7635251511673085
26,2.8510159744766086,3.4796604384546694,0.08734031360721572,2.7636756593898193
27,2.85082560878689,3.4399553770604343,0.0873970699662311,2.763428539109865
28,2.8487186610843023,3.4908663112184275,0.08504048415141735,2.763678184721718
29,2.844478349131476,3.4782426098118657,0.08135792724230072,2.7631204281245827
30,2.84432125120417,3.425764182339544,0.08069453198946426,2.763626724409422
31,2.840975819719328,3.463572419208029,0.0776518622740819,2.7633239547507813
32,2.8380241497954213,3.401385677897412,0.07480517805657703,2.7632189763948936
33,2.8357222897088556,3.4180008872695593,0.07276611277871917,2.762956175619407
34,2.8330512520187416,3.3970629080482153,0.06992672331299696,2.7631245245367793
35,2.830692179555177,3.5058849479841148,0.06753689804865322,2.76315528255398
36,2.830610600279838,3.390178654504859,0.06743724450957228,2.763173351276296
37,2.8308400360204407,3.361741884894993,0.06810292931128131,2.7627371070460027
38,2.8264433139750222,3.37028794184975,0.06280908938925758,2.7636342256467508
39,2.823334544103313,3.3600990849992503,0.060578773450444635,2.7627557700829124
40,2.820883332384123,3.418743294218312,0.057976748666063074,2.7629065859981656
41,2.8207137440365107,3.3257895008377405,0.05741744013796346,2.7632963059889493
42,2.8233370376845537,3.5235503445500913,0.06020258853525447,2.7631344483493314
43,2.8179459794092985,3.386427140754202,0.05528958091516833,2.7626563974500566
44,2.814512322370423,3.3525243427442466,0.05151061794932562,2.763001703176891
45,2.810734790982115,3.2999701137128086,0.048416816189177064,2.762317974688643
46,2.810829331164787,3.425692055536353,0.04817392888138427,2.7626554019226
47,2.811019520782674,3.394813086675561,0.048303157968061006,2.7627163597227007
48,2.8089026888115356,3.2920118803563327,0.04595442530084582,2.762948263355375
49,2.807651676219543,3.34764317844225,0.04500933330856742,2.762642340279087
