,reconstruction_mse,endpoint_error_mean,endpoint_error_std,path_length_error_mean,path_length_error_std,curvature_error_mean,curvature_error_std,completion_time_correlation,rmsd_correlation,task_type_accuracy,success_accuracy,participant_silhouette,completion_time_consistency,task_type_consistency,rmsd_consistency,is_success_consistency,participant_id_consistency,trajectory_shape_consistency
0,0.06901413478541966,0.0689907,0.0689283,4.936535,4.722047,1.6333094,0.16146995,0.9052738,0.5481472,0.5469037400367872,0.03862660944206009,-0.41689974,0.91325253,0.5529123237277743,0.011318681,0.9697118332311465,0.03862660944206009,0.7121488
