,reconstruction_mse,endpoint_error_mean,endpoint_error_std,path_length_error_mean,path_length_error_std,curvature_error_mean,curvature_error_std,completion_time_correlation,rmsd_correlation,task_type_accuracy,success_accuracy,participant_silhouette,completion_time_consistency,task_type_consistency,rmsd_consistency,is_success_consistency,participant_id_consistency,trajectory_shape_consistency
0,0.0871410139617673,0.12731671,0.1235196,6.9879484,5.8360386,1.6914392,0.15100989,0.19194707,0.11131883,0.5113427345187002,0.26057633353770693,-0.3744286,0.92658657,0.5481299816063765,0.011498697,0.9938687921520539,0.03801348865726548,0.7166702
