,reconstruction_mse,endpoint_error,curvature_error,completion_time,rmsd,success,completion_time_consistency,rmsd_consistency,is_success_consistency
Plus_Theta,0.15056498349625982,0.01979887718334794,1.78774873509126,0.9800579273432801,0.660104946261025,-0.9179165550631248,0.9751677064774567,0.5612167433141932,0.9814894269077538
Plus_Theta_Rotation,0.11087719843193304,0.014934317501006173,1.90306460212258,-0.9293558609610975,-0.6525280855176349,0.9431584354831064,0.9606883395115742,0.5485101664451456,0.9809990806006742
